"PIT" "visit" "species" "group" "season" "visit.duration"
"6940" "0700EDBB2B" 1 "NUTHA" "autumn_850" "autumn" 4.56666666666667
"6941" "0700EDBB2B" 2 "NUTHA" "autumn_1340" "autumn" 2.91666666666667
"6942" "0700EDBB2B" 1 "NUTHA" "autumn_485" "autumn" 0.05
"6943" "0700EDBB2B" 1 "NUTHA" "autumn_757" "autumn" 0.0333333333333333
"6944" "0700EDBB2B" 1 "NUTHA" "autumn_759" "autumn" 0.233333333333333
"6945" "0700EDBB2B" 1 "NUTHA" "autumn_870" "autumn" 0.116666666666667
"6946" "0700EDBB2B" 1 "NUTHA" "autumn_1546" "autumn" 1.9
"6947" "0700EDBB2B" 1 "NUTHA" "autumn_1529" "autumn" 1.06666666666667
"6948" "0700EDBB2B" 1 "NUTHA" "autumn_866" "autumn" 0.2
"6949" "0700EDBB2B" 4 "NUTHA" "autumn_1026" "autumn" 3.56666666666667
"6950" "0700EDBB2B" 2 "NUTHA" "autumn_867" "autumn" 1.2
"6951" "0700EDBB2B" 2 "NUTHA" "autumn_868" "autumn" 1.05
"6952" "0700EDBB2B" 1 "NUTHA" "autumn_849" "autumn" 0.3
"6953" "0700EDBB2B" 2 "NUTHA" "autumn_418" "autumn" 0.316666666666667
"6954" "0700EDBB2B" 2 "NUTHA" "autumn_1537" "autumn" 1.53333333333333
"6955" "0700EDBB2B" 2 "NUTHA" "autumn_417" "autumn" 0.683333333333333
"6956" "0700EDBB2B" 1 "NUTHA" "autumn_1547" "autumn" 0.0833333333333333
"6957" "0700EDBB2B" 3 "NUTHA" "autumn_488" "autumn" 3.16666666666667
"6958" "0700EDBC84" 1 "GRETI" "autumn_565" "autumn" 3.65
"6959" "0700EDBC84" 2 "GRETI" "autumn_538" "autumn" 8.61666666666667
"6960" "0700EDBC84" 3 "GRETI" "autumn_602" "autumn" 3.98333333333333
"6961" "0700EDBC84" 3 "GRETI" "autumn_542" "autumn" 4.05
"6962" "0700EDBC84" 2 "GRETI" "autumn_544" "autumn" 4.1
"6963" "0700EDBC84" 1 "GRETI" "autumn_601" "autumn" 0.0166666666666667
"6964" "0700EDBC84" 5 "GRETI" "autumn_529" "autumn" 5.91666666666667
"6965" "0700EDBC84" 1 "GRETI" "autumn_553" "autumn" 1.35
"6966" "0700EDBC84" 1 "GRETI" "autumn_590" "autumn" 5.3
"6967" "0700EDBC84" 3 "GRETI" "autumn_514" "autumn" 3.81666666666667
"6968" "0700EDBC84" 1 "GRETI" "autumn_569" "autumn" 4.93333333333333
"6969" "0700EDBC84" 1 "GRETI" "autumn_588" "autumn" 3.93333333333333
"6970" "0700EDBC84" 2 "GRETI" "autumn_518" "autumn" 4.46666666666667
"6971" "0700EDBC84" 1 "GRETI" "autumn_550" "autumn" 0.183333333333333
"6972" "0700EDBC84" 1 "GRETI" "autumn_530" "autumn" 4.9
"6973" "0700EDBC84" 1 "GRETI" "autumn_513" "autumn" 0.516666666666667
"6974" "0700EDBC84" 1 "GRETI" "autumn_558" "autumn" 3.21666666666667
"6975" "0700EDC746" 1 "GRETI" "autumn_815" "autumn" 1.21666666666667
"6976" "0700EDC746" 3 "GRETI" "autumn_465" "autumn" 1.13333333333333
"6977" "0700EDC746" 2 "GRETI" "autumn_27" "autumn" 5.11666666666667
"6978" "0700EDC746" 3 "GRETI" "autumn_684" "autumn" 7.43333333333333
"6979" "0700EDC746" 3 "GRETI" "autumn_838" "autumn" 1.4
"6980" "0700EDC746" 1 "GRETI" "autumn_448" "autumn" 6.35
"6981" "0700EDC746" 3 "GRETI" "autumn_928" "autumn" 5.33333333333333
"6982" "0700EDC746" 1 "GRETI" "autumn_470" "autumn" 0.0833333333333333
"6983" "0700EDC746" 2 "GRETI" "autumn_247" "autumn" 9.5
"6984" "0700EDC746" 1 "GRETI" "autumn_923" "autumn" 9.45
"6985" "0700EDC746" 2 "GRETI" "autumn_701" "autumn" 6.65
"6986" "0700EDC746" 2 "GRETI" "autumn_936" "autumn" 3.13333333333333
"6987" "0700EDC746" 1 "GRETI" "autumn_44" "autumn" 3.35
"6988" "0700EDC746" 1 "GRETI" "autumn_700" "autumn" 9.5
"6989" "0700EDC746" 1 "GRETI" "autumn_446" "autumn" 3.85
"6990" "0700EDC746" 1 "GRETI" "autumn_1514" "autumn" 1.73333333333333
"6991" "0700EDC746" 2 "GRETI" "autumn_715" "autumn" 1
"6992" "0700EDC746" 2 "GRETI" "autumn_1235" "autumn" 5.33333333333333
"6993" "0700EDC746" 1 "GRETI" "autumn_48" "autumn" 0.15
"6994" "0700EDC746" 2 "GRETI" "autumn_719" "autumn" 3.78333333333333
"6995" "0700EDC746" 5 "GRETI" "autumn_1273" "autumn" 12.5833333333333
"6996" "0700EDC746" 2 "GRETI" "autumn_734" "autumn" 6.23333333333333
"6997" "0700EDC746" 1 "GRETI" "autumn_449" "autumn" 6.38333333333333
"6998" "0700EDC746" 2 "GRETI" "autumn_675" "autumn" 5.53333333333333
"6999" "0700EDC746" 2 "GRETI" "autumn_935" "autumn" 1.1
"7000" "0700EDC746" 2 "GRETI" "autumn_695" "autumn" 3.21666666666667
"7001" "0700EDC746" 3 "GRETI" "autumn_1279" "autumn" 3.21666666666667
"7002" "0700EDC746" 2 "GRETI" "autumn_275" "autumn" 1.73333333333333
"7003" "0700EDC746" 2 "GRETI" "autumn_1517" "autumn" 1.3
"7004" "0700EDC746" 3 "GRETI" "autumn_57" "autumn" 4.45
"7005" "0700EDC746" 2 "GRETI" "autumn_468" "autumn" 1.85
"7006" "0700EDC746" 1 "GRETI" "autumn_843" "autumn" 1.18333333333333
"7007" "0700EDC746" 2 "GRETI" "autumn_261" "autumn" 1.08333333333333
"7008" "0700EDC746" 2 "GRETI" "autumn_943" "autumn" 3.75
"7009" "0700EDC746" 2 "GRETI" "autumn_955" "autumn" 5.33333333333333
"7010" "0700EDC746" 2 "GRETI" "autumn_1296" "autumn" 7.06666666666667
"7011" "0700EDC746" 1 "GRETI" "autumn_718" "autumn" 5.05
"7012" "0700EDC746" 1 "GRETI" "autumn_745" "autumn" 0.8
"7013" "0700EDC746" 3 "GRETI" "autumn_738" "autumn" 4.43333333333333
"7014" "0700EDC746" 5 "GRETI" "autumn_455" "autumn" 3.38333333333333
"7015" "0700EDC746" 1 "GRETI" "autumn_739" "autumn" 1.86666666666667
"7016" "0700EDC746" 2 "GRETI" "autumn_677" "autumn" 8.35
"7017" "0700EDC746" 1 "GRETI" "autumn_830" "autumn" 0.333333333333333
"7018" "0700EDC746" 1 "GRETI" "autumn_466" "autumn" 1.08333333333333
"7019" "0700EDC746" 5 "GRETI" "autumn_1291" "autumn" 6.18333333333333
"7020" "0700EDC746" 2 "GRETI" "autumn_956" "autumn" 3.13333333333333
"7021" "0700EDC746" 2 "GRETI" "autumn_40" "autumn" 4.91666666666667
"7022" "0700EDC746" 4 "GRETI" "autumn_1265" "autumn" 5.5
"7023" "0700EDC746" 1 "GRETI" "autumn_1310" "autumn" 6.68333333333333
"7024" "0700EDC746" 1 "GRETI" "autumn_252" "autumn" 1.5
"7025" "0700EDC746" 3 "GRETI" "autumn_32" "autumn" 7.43333333333333
"7026" "0700EDC746" 1 "GRETI" "autumn_925" "autumn" 6.53333333333333
"7027" "0700EDC746" 1 "GRETI" "autumn_1256" "autumn" 5.26666666666667
"7028" "0700EDC746" 1 "GRETI" "autumn_673" "autumn" 5.6
"7029" "0700EDC746" 3 "GRETI" "autumn_697" "autumn" 4.35
"7030" "0700EDC746" 1 "GRETI" "autumn_1283" "autumn" 0.0166666666666667
"7031" "0700EDC746" 1 "GRETI" "autumn_742" "autumn" 3.7
"7032" "0700EDC746" 4 "GRETI" "autumn_672" "autumn" 9.85
"7033" "0700EDC746" 1 "GRETI" "autumn_24" "autumn" 0.0166666666666667
"7034" "0700EDC746" 1 "GRETI" "autumn_1252" "autumn" 0.1
"7035" "0700EDC746" 3 "GRETI" "autumn_1309" "autumn" 2.86666666666667
"7036" "0700EDC746" 1 "GRETI" "autumn_477" "autumn" 2.76666666666667
"7037" "0700EDC746" 2 "GRETI" "autumn_833" "autumn" 0.666666666666667
"7038" "0700EDC746" 1 "GRETI" "autumn_1308" "autumn" 0.716666666666667
"7039" "0700EDC746" 1 "GRETI" "autumn_680" "autumn" 6.43333333333333
"7040" "0700EDC746" 2 "GRETI" "autumn_710" "autumn" 3.81666666666667
"7041" "0700EDC746" 2 "GRETI" "autumn_939" "autumn" 8.88333333333333
"7042" "0700EDC746" 1 "GRETI" "autumn_272" "autumn" 3.7
"7043" "0700EDC746" 5 "GRETI" "autumn_941" "autumn" 3.9
"7044" "0700EDC746" 3 "GRETI" "autumn_1241" "autumn" 3.15
"7045" "0700EDC746" 2 "GRETI" "autumn_1277" "autumn" 8.25
"7046" "0700EDC746" 1 "GRETI" "autumn_727" "autumn" 4.53333333333333
"7047" "0700EDC746" 4 "GRETI" "autumn_938" "autumn" 7.95
"7048" "0700EDC746" 2 "GRETI" "autumn_236" "autumn" 0.616666666666667
"7049" "0700EDC746" 1 "GRETI" "autumn_20" "autumn" 3.81666666666667
"7050" "0700EDC746" 3 "GRETI" "autumn_53" "autumn" 2.96666666666667
"7051" "0700EDC746" 1 "GRETI" "autumn_59" "autumn" 1.31666666666667
"7052" "0700EDC746" 1 "GRETI" "autumn_1262" "autumn" 3.48333333333333
"7053" "0700EDC746" 2 "GRETI" "autumn_978" "autumn" 0.633333333333333
"7054" "0700EDC746" 2 "GRETI" "autumn_25" "autumn" 2.63333333333333
"7055" "0700EDC746" 1 "GRETI" "autumn_472" "autumn" 5.28333333333333
"7056" "0700EDC746" 1 "GRETI" "autumn_992" "autumn" 3
"7057" "0700EDC746" 1 "GRETI" "autumn_950" "autumn" 6.18333333333333
"7058" "0700EDC746" 1 "GRETI" "autumn_669" "autumn" 5.26666666666667
"7059" "0700EDC746" 4 "GRETI" "autumn_840" "autumn" 2.85
"7060" "0700EDC746" 1 "GRETI" "autumn_238" "autumn" 8.08333333333333
"7061" "0700EDC746" 2 "GRETI" "autumn_690" "autumn" 2.2
"7062" "0700EDC746" 1 "GRETI" "autumn_842" "autumn" 0.35
"7063" "0700EDC746" 1 "GRETI" "autumn_1303" "autumn" 6.11666666666667
"7064" "0700EDC746" 2 "GRETI" "autumn_1232" "autumn" 5.85
"7065" "0700EDC746" 5 "GRETI" "autumn_29" "autumn" 3.68333333333333
"7066" "0700EDC746" 1 "GRETI" "autumn_740" "autumn" 0.616666666666667
"7067" "0700EDC746" 5 "GRETI" "autumn_1276" "autumn" 1.11666666666667
"7068" "0700EDC746" 1 "GRETI" "autumn_55" "autumn" 1.63333333333333
"7069" "0700EDC746" 4 "GRETI" "autumn_47" "autumn" 5.35
"7070" "0700EDC746" 3 "GRETI" "autumn_810" "autumn" 3.61666666666667
"7071" "0700EDC746" 2 "GRETI" "autumn_717" "autumn" 4.8
"7072" "0700EDC746" 1 "GRETI" "autumn_18" "autumn" 3.38333333333333
"7073" "0700EDC746" 1 "GRETI" "autumn_36" "autumn" 0.816666666666667
"7074" "0700EDC746" 1 "GRETI" "autumn_736" "autumn" 1.01666666666667
"7075" "0700EDC746" 1 "GRETI" "autumn_1515" "autumn" 2.13333333333333
"7076" "0700EDC746" 3 "GRETI" "autumn_713" "autumn" 2.28333333333333
"7077" "0700EDC746" 2 "GRETI" "autumn_1266" "autumn" 3.8
"7078" "0700EDC746" 1 "GRETI" "autumn_444" "autumn" 2.38333333333333
"7079" "0700EDC746" 1 "GRETI" "autumn_708" "autumn" 5.78333333333333
"7080" "0700EDC746" 1 "GRETI" "autumn_984" "autumn" 0.233333333333333
"7081" "0700EDC746" 2 "GRETI" "autumn_1521" "autumn" 1.7
"7082" "0700EDC746" 1 "GRETI" "autumn_1247" "autumn" 11.6
"7083" "0700EDC746" 4 "GRETI" "autumn_1267" "autumn" 3.21666666666667
"7084" "0700EDC746" 1 "GRETI" "autumn_469" "autumn" 6.18333333333333
"7085" "0700EDC746" 1 "GRETI" "autumn_1519" "autumn" 1.53333333333333
"7086" "0700EDC746" 4 "GRETI" "autumn_1268" "autumn" 10.85
"7087" "0700EDC746" 1 "GRETI" "autumn_237" "autumn" 0.2
"7088" "0700EDC746" 2 "GRETI" "autumn_1525" "autumn" 0.583333333333333
"7089" "0700EDC746" 1 "GRETI" "autumn_433" "autumn" 0.0333333333333333
"7090" "0700EDC746" 1 "GRETI" "autumn_828" "autumn" 0.366666666666667
"7091" "0700EDC746" 1 "GRETI" "autumn_1264" "autumn" 3.86666666666667
"7092" "0700EDC746" 1 "GRETI" "autumn_728" "autumn" 11.1833333333333
"7093" "0700EDC746" 2 "GRETI" "autumn_475" "autumn" 6.03333333333333
"7094" "0700EDC746" 1 "GRETI" "autumn_253" "autumn" 0.333333333333333
"7095" "0700EDC746" 2 "GRETI" "autumn_744" "autumn" 0.633333333333333
"7096" "0700EDC746" 2 "GRETI" "autumn_463" "autumn" 0.733333333333333
"7097" "0700EDC746" 2 "GRETI" "autumn_1278" "autumn" 3.71666666666667
"7098" "0700EDC746" 2 "GRETI" "autumn_972" "autumn" 4.45
"7099" "0700EDC746" 4 "GRETI" "autumn_1301" "autumn" 4.46666666666667
"7100" "0700EDC746" 3 "GRETI" "autumn_412" "autumn" 1.86666666666667
"7101" "0700EDC746" 3 "GRETI" "autumn_712" "autumn" 6.36666666666667
"7102" "0700EDC746" 2 "GRETI" "autumn_450" "autumn" 1.35
"7103" "0700EDC746" 2 "GRETI" "autumn_741" "autumn" 0.65
"7104" "0700EDC746" 1 "GRETI" "autumn_1274" "autumn" 4.43333333333333
"7105" "0700EDC746" 3 "GRETI" "autumn_17" "autumn" 3.11666666666667
"7106" "0700EDC746" 3 "GRETI" "autumn_1280" "autumn" 4.9
"7107" "0700EDC746" 2 "GRETI" "autumn_456" "autumn" 3.78333333333333
"7108" "0700EDC746" 2 "GRETI" "autumn_458" "autumn" 0.3
"7109" "0700EDC746" 1 "GRETI" "autumn_30" "autumn" 0.0166666666666667
"7110" "0700EDC746" 2 "GRETI" "autumn_1257" "autumn" 4.83333333333333
"7111" "0700EDC746" 1 "GRETI" "autumn_409" "autumn" 0.0166666666666667
"7112" "0700EDC746" 6 "GRETI" "autumn_976" "autumn" 5.28333333333333
"7113" "0700EDC746" 1 "GRETI" "autumn_411" "autumn" 0.05
"7114" "0700EDC746" 1 "GRETI" "autumn_1288" "autumn" 2.35
"7115" "0700EDC746" 1 "GRETI" "autumn_34" "autumn" 1.9
"7116" "0700EDC746" 3 "GRETI" "autumn_461" "autumn" 1.95
"7117" "0700EDC746" 1 "GRETI" "autumn_462" "autumn" 2.23333333333333
"7118" "0700EDC746" 1 "GRETI" "autumn_1312" "autumn" 7.75
"7119" "0700EDC746" 1 "GRETI" "autumn_230" "autumn" 0.0166666666666667
"7120" "0700EDC746" 1 "GRETI" "autumn_1307" "autumn" 4.31666666666667
"7121" "0700EDC746" 1 "GRETI" "autumn_63" "autumn" 2.55
"7122" "0700EDC746" 1 "GRETI" "autumn_474" "autumn" 2.55
"7123" "0700EDC746" 1 "GRETI" "autumn_971" "autumn" 1.68333333333333
"7124" "0700EDC746" 3 "GRETI" "autumn_1259" "autumn" 7.63333333333333
"7125" "0700EDC746" 1 "GRETI" "autumn_683" "autumn" 6.98333333333333
"7126" "0700EDC746" 3 "GRETI" "autumn_1285" "autumn" 5
"7127" "0700EDC746" 1 "GRETI" "autumn_454" "autumn" 3.76666666666667
"7128" "0700EDC746" 1 "GRETI" "autumn_920" "autumn" 3.86666666666667
"7129" "0700EDC746" 2 "GRETI" "autumn_1270" "autumn" 2.85
"7130" "0700EDC746" 2 "GRETI" "autumn_254" "autumn" 4.85
"7131" "0700EDC746" 1 "GRETI" "autumn_811" "autumn" 1.16666666666667
"7132" "0700EDC746" 2 "GRETI" "autumn_1269" "autumn" 1.95
"7133" "0700EDC746" 3 "GRETI" "autumn_255" "autumn" 5.46666666666667
"7134" "0700EDC746" 2 "GRETI" "autumn_1299" "autumn" 7.7
"7135" "0700EDC746" 3 "GRETI" "autumn_991" "autumn" 4.68333333333333
"7136" "0700EDC746" 3 "GRETI" "autumn_64" "autumn" 3.91666666666667
"7137" "0700EDC746" 2 "GRETI" "autumn_241" "autumn" 3.08333333333333
"7138" "0700EDC746" 1 "GRETI" "autumn_929" "autumn" 2.98333333333333
"7139" "0700EDC746" 3 "GRETI" "autumn_267" "autumn" 10.4666666666667
"7140" "0700EDC746" 1 "GRETI" "autumn_970" "autumn" 1.81666666666667
"7141" "0700EDC746" 3 "GRETI" "autumn_832" "autumn" 1.31666666666667
"7142" "0700EDC746" 1 "GRETI" "autumn_932" "autumn" 2.13333333333333
"7143" "0700EDC746" 4 "GRETI" "autumn_730" "autumn" 5.66666666666667
"7144" "0700EDC746" 3 "GRETI" "autumn_1242" "autumn" 4.2
"7145" "0700EDC746" 3 "GRETI" "autumn_265" "autumn" 2.6
"7146" "0700EDC746" 2 "GRETI" "autumn_1313" "autumn" 3.45
"7147" "0700EDC746" 1 "GRETI" "autumn_51" "autumn" 0.283333333333333
"7148" "0700EDC746" 3 "GRETI" "autumn_733" "autumn" 2.41666666666667
"7149" "0700EDC746" 1 "GRETI" "autumn_250" "autumn" 1.21666666666667
"7150" "0700EDC746" 3 "GRETI" "autumn_1238" "autumn" 3.55
"7151" "0700EDC746" 1 "GRETI" "autumn_974" "autumn" 0.216666666666667
"7152" "0700EDC746" 3 "GRETI" "autumn_264" "autumn" 3.7
"7153" "0700EDC746" 1 "GRETI" "autumn_845" "autumn" 0.45
"7154" "0700EDC746" 2 "GRETI" "autumn_243" "autumn" 0.833333333333333
"7155" "0700EDC746" 1 "GRETI" "autumn_1287" "autumn" 0
"7156" "0700EDC746" 2 "GRETI" "autumn_453" "autumn" 1.86666666666667
"7157" "0700EDC746" 3 "GRETI" "autumn_1244" "autumn" 0.95
"7158" "0700EDC746" 1 "GRETI" "autumn_942" "autumn" 0.783333333333333
"7159" "0700EDC746" 1 "GRETI" "autumn_968" "autumn" 6.91666666666667
"7160" "0700EDC746" 4 "GRETI" "autumn_1243" "autumn" 3.3
"7161" "0700EDC746" 2 "GRETI" "autumn_1293" "autumn" 16.1333333333333
"7162" "0700EDC746" 1 "GRETI" "autumn_1311" "autumn" 4.91666666666667
"7163" "0700EDC746" 2 "GRETI" "autumn_452" "autumn" 8.15
"7164" "0700EDC746" 1 "GRETI" "autumn_707" "autumn" 3.3
"7165" "0700EDC746" 1 "GRETI" "autumn_476" "autumn" 0.833333333333333
"7166" "0700EDC746" 1 "GRETI" "autumn_1284" "autumn" 3.5
"7167" "0700EDC746" 2 "GRETI" "autumn_1245" "autumn" 3.55
"7168" "0700EDC746" 2 "GRETI" "autumn_1509" "autumn" 2.25
"7169" "0700EDC746" 4 "GRETI" "autumn_228" "autumn" 5.11666666666667
"7170" "0700EDC746" 2 "GRETI" "autumn_1246" "autumn" 0.883333333333333
"7171" "0700EDCA75" 1 "GRETI" "autumn_1452" "autumn" 0.0333333333333333
"7172" "0700EDCA75" 2 "GRETI" "autumn_530" "autumn" 4.9
"7173" "0700EDCA75" 1 "GRETI" "autumn_1080" "autumn" 10.4333333333333
"7174" "0700EDCA75" 1 "GRETI" "autumn_1174" "autumn" 4.65
"7175" "0700EDCA75" 1 "GRETI" "autumn_1475" "autumn" 1.8
"7176" "0700EDCA75" 1 "GRETI" "autumn_1154" "autumn" 4.36666666666667
"7177" "0700EDCA75" 1 "GRETI" "autumn_1043" "autumn" 1.43333333333333
"7178" "0700EDCA75" 1 "GRETI" "autumn_1067" "autumn" 1.26666666666667
"7179" "0700EDCA75" 1 "GRETI" "autumn_547" "autumn" 6.2
"7180" "0700EDCA75" 1 "GRETI" "autumn_1131" "autumn" 19.0333333333333
"7181" "0700EDCA75" 1 "GRETI" "autumn_1490" "autumn" 0.0333333333333333
"7182" "0700EDCA75" 1 "GRETI" "autumn_1138" "autumn" 4.33333333333333
"7183" "0700EDCA75" 1 "GRETI" "autumn_1466" "autumn" 0.0166666666666667
"7184" "0700EDCA75" 1 "GRETI" "autumn_1450" "autumn" 1.28333333333333
"7185" "0700EDCA75" 1 "GRETI" "autumn_1173" "autumn" 4.51666666666667
"7186" "0700EDCA75" 1 "GRETI" "autumn_592" "autumn" 4.73333333333333
"7187" "0700EDCA75" 1 "GRETI" "autumn_1060" "autumn" 4.58333333333333
"7188" "0700EDCA75" 1 "GRETI" "autumn_520" "autumn" 1.66666666666667
"7189" "0700EDCA75" 1 "GRETI" "autumn_1090" "autumn" 3.96666666666667
"7190" "0700EDCA75" 3 "GRETI" "autumn_1117" "autumn" 6.31666666666667
"7191" "0700EDCAFC" 1 "GRETI" "autumn_527" "autumn" 2.41666666666667
"7192" "0700EDCAFC" 1 "GRETI" "autumn_578" "autumn" 2.68333333333333
"7193" "0700EDCAFC" 1 "GRETI" "autumn_584" "autumn" 2.51666666666667
"7194" "0700EDCAFC" 2 "GRETI" "autumn_515" "autumn" 3.56666666666667
"7195" "0700EDCAFC" 1 "GRETI" "autumn_599" "autumn" 1.7
"7196" "0700EDCC73" 1 "GRETI" "autumn_1530" "autumn" 0.3
"7197" "0700EDCC73" 2 "GRETI" "autumn_579" "autumn" 5.13333333333333
"7198" "0700EDCC73" 1 "GRETI" "autumn_730" "autumn" 5.66666666666667
"7199" "0700EDCC73" 3 "GRETI" "autumn_538" "autumn" 8.61666666666667
"7200" "0700EDCC73" 2 "GRETI" "autumn_602" "autumn" 3.98333333333333
"7201" "0700EDCC73" 1 "GRETI" "autumn_518" "autumn" 4.46666666666667
"7202" "0700EDCC73" 1 "GRETI" "autumn_29" "autumn" 3.68333333333333
"7203" "0700EDCC73" 1 "GRETI" "autumn_669" "autumn" 5.26666666666667
"7204" "0700EDCC73" 1 "GRETI" "autumn_556" "autumn" 3.38333333333333
"7205" "0700EDCC73" 1 "GRETI" "autumn_569" "autumn" 4.93333333333333
"7206" "0700EDCC73" 2 "GRETI" "autumn_56" "autumn" 11.2666666666667
"7207" "0700EDCC73" 1 "GRETI" "autumn_563" "autumn" 0.466666666666667
"7208" "0700EDCC73" 1 "GRETI" "autumn_532" "autumn" 1.53333333333333
"7209" "0700EDCC73" 1 "GRETI" "autumn_580" "autumn" 0.283333333333333
"7210" "0700EDCC73" 2 "GRETI" "autumn_539" "autumn" 3.38333333333333
"7211" "0700EDCC73" 1 "GRETI" "autumn_551" "autumn" 1.71666666666667
"7212" "0700EDCC73" 1 "GRETI" "autumn_729" "autumn" 9.38333333333333
"7213" "0700EDCC73" 1 "GRETI" "autumn_513" "autumn" 0.516666666666667
"7214" "0700EDCC73" 1 "GRETI" "autumn_536" "autumn" 6.26666666666667
"7215" "0700EDCC8C" 1 "GRETI" "autumn_923" "autumn" 9.45
"7216" "0700EDCC8C" 6 "GRETI" "autumn_1397" "autumn" 3.11666666666667
"7217" "0700EDCC8C" 1 "GRETI" "autumn_922" "autumn" 0.0333333333333333
"7218" "0700EDCC8C" 1 "GRETI" "autumn_667" "autumn" 0.0333333333333333
"7219" "0700EDCC8C" 1 "GRETI" "autumn_16" "autumn" 1.73333333333333
"7220" "0700EDCC8C" 7 "GRETI" "autumn_666" "autumn" 8.28333333333333
"7221" "0700EDCC8C" 1 "GRETI" "autumn_709" "autumn" 0.116666666666667
"7222" "0700EDCC8C" 3 "GRETI" "autumn_1259" "autumn" 7.63333333333333
"7223" "0700EDCC8C" 1 "GRETI" "autumn_989" "autumn" 3.73333333333333
"7224" "0700EDCC8C" 3 "GRETI" "autumn_697" "autumn" 4.35
"7225" "0700EDCC8C" 1 "GRETI" "autumn_675" "autumn" 5.53333333333333
"7226" "0700EDCC8C" 1 "GRETI" "autumn_735" "autumn" 4.46666666666667
"7227" "0700EDCC8C" 1 "GRETI" "autumn_1296" "autumn" 7.06666666666667
"7228" "0700EDCC8C" 1 "GRETI" "autumn_28" "autumn" 7.18333333333333
"7229" "0700EDCC8C" 2 "GRETI" "autumn_967" "autumn" 0.966666666666667
"7230" "0700EDCF41" 1 "GRETI" "autumn_317" "autumn" 2.85
"7231" "0700EDD3A1" 2 "GRETI" "autumn_1226" "autumn" 6.48333333333333
"7232" "0700EDD3A1" 1 "GRETI" "autumn_1218" "autumn" 3.21666666666667
"7233" "0700EDD3A1" 1 "GRETI" "autumn_1505" "autumn" 2.66666666666667
"7234" "0700EDD83B" 3 "GRETI" "autumn_1351" "autumn" 5.95
"7235" "0700EDD83B" 2 "GRETI" "autumn_1340" "autumn" 2.91666666666667
"7236" "0700EDD83B" 1 "GRETI" "autumn_1126" "autumn" 6.81666666666667
"7237" "0700EDD83B" 1 "GRETI" "autumn_1184" "autumn" 1.78333333333333
"7238" "0700EDD83B" 1 "GRETI" "autumn_1143" "autumn" 5.66666666666667
"7239" "0700EDD83B" 2 "GRETI" "autumn_1099" "autumn" 5.05
"7240" "0700EDD83B" 1 "GRETI" "autumn_1064" "autumn" 4.48333333333333
"7241" "0700EDD83B" 1 "GRETI" "autumn_1326" "autumn" 0.0833333333333333
"7242" "0700EDD83B" 1 "GRETI" "autumn_1115" "autumn" 2.26666666666667
"7243" "0700EDD83B" 3 "GRETI" "autumn_294" "autumn" 3.5
"7244" "0700EDD83B" 2 "GRETI" "autumn_1180" "autumn" 2.3
"7245" "0700EDD83B" 1 "GRETI" "autumn_298" "autumn" 4.08333333333333
"7246" "0700EDD83B" 1 "GRETI" "autumn_1327" "autumn" 1.33333333333333
"7247" "0700EDD83B" 1 "GRETI" "autumn_1056" "autumn" 1.28333333333333
"7248" "0700EDD83B" 3 "GRETI" "autumn_1061" "autumn" 5
"7249" "0700EDD83B" 1 "GRETI" "autumn_1357" "autumn" 0.983333333333333
"7250" "0700EDD83B" 2 "GRETI" "autumn_1044" "autumn" 4.88333333333333
"7251" "0700EDD83B" 1 "GRETI" "autumn_1320" "autumn" 0.916666666666667
"7252" "0700EDD83B" 1 "GRETI" "autumn_1082" "autumn" 1.38333333333333
"7253" "0700EDD83B" 1 "GRETI" "autumn_1527" "autumn" 1.1
"7254" "0700EDD83B" 1 "GRETI" "autumn_1186" "autumn" 1.03333333333333
"7255" "0700EDD83B" 1 "GRETI" "autumn_1085" "autumn" 1.31666666666667
"7256" "0700EDD83B" 1 "GRETI" "autumn_1060" "autumn" 4.58333333333333
"7257" "0700EDD83B" 3 "GRETI" "autumn_1181" "autumn" 3.43333333333333
"7258" "0700EDD83B" 1 "GRETI" "autumn_278" "autumn" 3.03333333333333
"7259" "0700EDD83B" 1 "GRETI" "autumn_1166" "autumn" 0.2
"7260" "0700EDD83B" 2 "GRETI" "autumn_1081" "autumn" 5.73333333333333
"7261" "0700EDD83B" 1 "GRETI" "autumn_1345" "autumn" 5.7
"7262" "0700EDD83B" 1 "GRETI" "autumn_1140" "autumn" 1.5
"7263" "0700EDD83B" 2 "GRETI" "autumn_1167" "autumn" 9.86666666666667
"7264" "0700EDD83B" 1 "GRETI" "autumn_1324" "autumn" 0.0833333333333333
"7265" "0700EDD83B" 1 "GRETI" "autumn_1141" "autumn" 1.4
"7266" "0700EDD83B" 1 "GRETI" "autumn_1319" "autumn" 0.25
"7267" "0700EDD83B" 1 "GRETI" "autumn_1534" "autumn" 1.21666666666667
"7268" "0700EDD83B" 1 "GRETI" "autumn_1137" "autumn" 1.93333333333333
"7269" "0700EDD83B" 1 "GRETI" "autumn_1073" "autumn" 3.33333333333333
"7270" "0700EDD871" 1 "GRETI" "autumn_738" "autumn" 4.43333333333333
"7271" "0700EDD871" 2 "GRETI" "autumn_921" "autumn" 1.55
"7272" "0700EDD871" 2 "GRETI" "autumn_56" "autumn" 11.2666666666667
"7273" "0700EDD871" 2 "GRETI" "autumn_982" "autumn" 1.63333333333333
"7274" "0700EDD871" 1 "GRETI" "autumn_1257" "autumn" 4.83333333333333
