"","X","PIT","visit","species","group","season","visit.duration"
"8271",2338,"01101778D1",1,"GRETI",2278,"winter",3.86666666666667
"8272",2339,"01101778D1",1,"GRETI",834,"winter",0.533333333333333
"8273",2350,"01101778D1",3,"GRETI",1966,"winter",6.43333333333333
"8274",2352,"01101778D1",1,"GRETI",2252,"winter",0.933333333333333
"8275",2355,"01101778D1",1,"GRETI",2459,"winter",5.96666666666667
"8276",2356,"01101778D1",1,"GRETI",98,"winter",0.516666666666667
"8277",2367,"01101778D1",1,"GRETI",2069,"winter",4.26666666666667
"8278",2379,"01101778D1",1,"GRETI",2458,"winter",4.86666666666667
"8279",2381,"01101778D1",1,"GRETI",2198,"winter",1.91666666666667
"8280",23821,"01101778D1",1,"GRETI",2024,"winter",1.61666666666667
"8281",23851,"01101778D1",1,"GRETI",1154,"winter",1.96666666666667
"8282",2386,"01101778D1",1,"GRETI",127,"winter",3.56666666666667
"8283",23901,"01101778D1",1,"GRETI",2195,"winter",1.23333333333333
"8284",2396,"01101778D1",1,"GRETI",2005,"winter",0.616666666666667
"8285",2408,"01101778D1",1,"GRETI",1026,"winter",4.65
"8286",2419,"01101778D1",1,"GRETI",2032,"winter",2.8
"8287",2421,"01101778D1",1,"GRETI",1489,"winter",4.91666666666667
"8288",24321,"01101778D1",2,"GRETI",2332,"winter",1.95
"8289",2433,"01101778D1",2,"GRETI",528,"winter",4.6
"8290",2438,"01101778D1",1,"GRETI",979,"winter",2.38333333333333
"8291",2446,"01101778D1",1,"GRETI",2212,"winter",1.98333333333333
"8292",24481,"01101778D1",1,"GRETI",1434,"winter",5.83333333333333
"8293",2462,"01101778D1",1,"GRETI",975,"winter",0.983333333333333
"8294",2465,"01101778D1",1,"GRETI",2378,"winter",2.75
"8295",2473,"01101778D1",1,"GRETI",1045,"winter",3.55
"8296",24754,"01101778D1",1,"GRETI",1516,"winter",2.8
"8297",24871,"01101778D1",1,"GRETI",2297,"winter",1.13333333333333
"8298",24993,"01101778D1",1,"GRETI",447,"winter",1.51666666666667
"8299",2503,"01101778D1",1,"GRETI",2426,"winter",2.05
"8300",2506,"01101778D1",1,"GRETI",1951,"winter",0.983333333333333
"8301",2509,"01101778D1",1,"GRETI",153,"winter",1.5
"8302",25112,"01101778D1",1,"GRETI",1011,"winter",0.866666666666667
"8303",2527,"01101778D1",2,"GRETI",2250,"winter",0.566666666666667
"8304",2528,"01101778D1",1,"GRETI",2055,"winter",0.9
"8305",2530,"01101778D1",1,"GRETI",792,"winter",0.816666666666667
"8306",2535,"01101778D1",1,"GRETI",1426,"winter",1.1
"8307",2555,"01101778D1",1,"GRETI",1449,"winter",0.0666666666666667
"8308",2560,"01101778D1",1,"GRETI",1422,"winter",0.783333333333333
"8309",2564,"01101778D1",1,"GRETI",2352,"winter",1.45
"8310",2571,"01101778D1",1,"GRETI",1786,"winter",2.08333333333333
"8311",2573,"01101778D1",1,"GRETI",2350,"winter",2.6
"8312",2575,"01101778D1",1,"GRETI",2440,"winter",0.95
"8313",25781,"01101778D1",1,"GRETI",1902,"winter",2.71666666666667
"8314",2583,"01101778D1",1,"GRETI",818,"winter",0.2
"8315",2602,"01101778D1",1,"GRETI",163,"winter",3.18333333333333
"8316",2626,"01101778D1",1,"GRETI",1122,"winter",0.983333333333333
"8317",2634,"01101778D1",1,"GRETI",943,"winter",2.41666666666667
"8318",26521,"01101778D1",1,"GRETI",987,"winter",0.816666666666667
"8319",2666,"01101778D1",1,"GRETI",2052,"winter",0.466666666666667
"8320",26692,"01101778D1",2,"GRETI",2312,"winter",4.9
"8321",2675,"01101778D1",1,"GRETI",2048,"winter",2.81666666666667
"8322",26761,"01101778D1",1,"GRETI",493,"winter",6.03333333333333
"8323",26821,"01101778D1",2,"GRETI",2026,"winter",0.633333333333333
"8324",26851,"01101778D1",1,"GRETI",387,"winter",6.33333333333333
"8325",2689,"01101778D1",1,"GRETI",1980,"winter",2.91666666666667
"8326",2697,"01101778D1",2,"GRETI",453,"winter",5.45
"8327",27043,"01101778D1",1,"GRETI",1767,"winter",0.85
"8328",2710,"01101778D1",1,"GRETI",1056,"winter",0.9
"8329",2718,"01101778D1",1,"GRETI",2450,"winter",0.25
"8330",2725,"01101778D1",2,"GRETI",833,"winter",2.01666666666667
"8331",2750,"01101778D1",1,"GRETI",375,"winter",8.11666666666667
"8332",27542,"01101778D1",1,"GRETI",2037,"winter",2.06666666666667
"8333",2768,"01101778D1",1,"GRETI",504,"winter",3.35
"8334",2780,"01101778D1",1,"GRETI",848,"winter",1.81666666666667
"8335",2782,"01101778D1",1,"GRETI",2364,"winter",0.983333333333333
"8336",2791,"01101778D1",1,"GRETI",363,"winter",1.46666666666667
"8337",27951,"01101778D1",1,"GRETI",88,"winter",0.4
"8338",27994,"01101778D1",1,"GRETI",67,"winter",3.78333333333333
"8339",2800,"01101778D1",1,"GRETI",507,"winter",6.05
"8340",2806,"01101778D1",1,"GRETI",1035,"winter",2.81666666666667
"8341",2856,"01101778D1",1,"GRETI",2085,"winter",0.5
"8342",28701,"01101778D1",2,"GRETI",2718,"winter",2.51666666666667
"8343",2892,"01101778D1",1,"GRETI",100,"winter",4.48333333333333
"8344",2904,"01101778D1",3,"GRETI",1922,"winter",7.73333333333333
"8345",2923,"01101778D1",1,"GRETI",2406,"winter",1.58333333333333
"8346",2937,"01101778D1",1,"GRETI",821,"winter",0.433333333333333
"8347",2968,"01101778D1",1,"GRETI",2287,"winter",0.916666666666667
"8348",29701,"01101778D1",1,"GRETI",2768,"winter",1.61666666666667
"8349",2975,"01101778D1",1,"GRETI",371,"winter",0.6
"8350",3009,"01101778D1",1,"GRETI",1090,"winter",1.58333333333333
"8351",3010,"01101778D1",1,"GRETI",2743,"winter",1.01666666666667
"8352",3013,"01101778D1",1,"GRETI",2173,"winter",0.883333333333333
"8353",3030,"01101778D1",1,"GRETI",136,"winter",5.78333333333333
"8354",30571,"01101778D1",1,"GRETI",2225,"winter",0.866666666666667
"8355",3064,"01101778D1",1,"GRETI",416,"winter",1.5
"8356",30963,"01101778D1",2,"GRETI",2049,"winter",2.98333333333333
"8357",31102,"01101778D1",1,"GRETI",1992,"winter",1.98333333333333
"8358",3124,"01101778D1",1,"GRETI",994,"winter",0.45
"8359",31351,"01101778D1",1,"GRETI",1968,"winter",0.0166666666666667
"8360",3148,"01101778D1",1,"GRETI",1383,"winter",1.28333333333333
"8361",3171,"01101778D1",1,"GRETI",430,"winter",0
"8362",3172,"0110177961",1,"BLUTI",1004,"winter",1.33333333333333
"8363",31754,"0110177961",1,"BLUTI",1976,"winter",7.78333333333333
"8364",3177,"0110177961",1,"BLUTI",2066,"winter",1.75
"8365",31791,"0110177961",2,"BLUTI",1396,"winter",1.95
"8366",31821,"0110177961",2,"BLUTI",488,"winter",4.88333333333333
"8367",3185,"0110177961",1,"BLUTI",993,"winter",10.85
"8368",31881,"0110177961",1,"BLUTI",2474,"winter",1.2
"8369",3190,"0110177961",1,"BLUTI",2347,"winter",0.466666666666667
"8370",3192,"0110177961",1,"BLUTI",1434,"winter",5.83333333333333
"8371",3194,"0110177961",1,"BLUTI",2177,"winter",1.18333333333333
"8372",3197,"0110177961",1,"BLUTI",2359,"winter",0.983333333333333
"8373",3200,"0110177961",1,"BLUTI",1047,"winter",2.08333333333333
"8374",3203,"0110177961",1,"BLUTI",1013,"winter",1.41666666666667
"8375",3206,"0110177961",1,"BLUTI",2325,"winter",0.4
"8376",3208,"0110177961",1,"BLUTI",2069,"winter",4.26666666666667
"8377",32163,"0110177961",1,"BLUTI",2465,"winter",3.83333333333333
"8378",3217,"0110177961",2,"BLUTI",2739,"winter",3.21666666666667
"8379",32181,"0110177961",1,"BLUTI",153,"winter",1.5
"8380",3225,"0110177961",1,"BLUTI",2022,"winter",2.78333333333333
"8381",3232,"0110177961",1,"BLUTI",2227,"winter",2.96666666666667
"8382",32342,"0110177961",3,"BLUTI",1113,"winter",6.26666666666667
"8383",3239,"0110177961",1,"BLUTI",2040,"winter",2.23333333333333
"8384",3245,"0110177961",1,"BLUTI",2446,"winter",3.36666666666667
"8385",3247,"0110177961",1,"BLUTI",1925,"winter",0.55
"8386",3252,"0110177961",1,"BLUTI",2044,"winter",3.68333333333333
"8387",3254,"0110177961",1,"BLUTI",2453,"winter",4.3
"8388",32561,"0110177961",1,"BLUTI",1032,"winter",0.466666666666667
"8389",3258,"0110177961",1,"BLUTI",2193,"winter",1.83333333333333
"8390",32601,"0110177961",1,"BLUTI",139,"winter",1.75
"8391",32611,"0110177961",1,"BLUTI",1997,"winter",2.28333333333333
"8392",3263,"0110177961",1,"BLUTI",1924,"winter",4.11666666666667
"8393",32721,"0110177961",1,"BLUTI",1905,"winter",0.466666666666667
"8394",3274,"0110177961",1,"BLUTI",1940,"winter",1.46666666666667
"8395",3275,"0110177961",1,"BLUTI",390,"winter",3.28333333333333
"8396",3282,"0110177961",1,"BLUTI",2060,"winter",4.81666666666667
"8397",3293,"0110177961",3,"BLUTI",2732,"winter",1.48333333333333
"8398",32951,"0110177961",1,"BLUTI",2398,"winter",1.9
"8399",3296,"0110177961",2,"BLUTI",1780,"winter",1.76666666666667
"8400",3312,"0110177961",2,"BLUTI",378,"winter",5.1
"8401",3313,"0110177961",1,"BLUTI",2205,"winter",1.58333333333333
"8402",3316,"0110177961",1,"BLUTI",1928,"winter",0.683333333333333
"8403",3320,"0110177961",1,"BLUTI",1913,"winter",0.366666666666667
"8404",3328,"0110177961",1,"BLUTI",2441,"winter",2.55
"8405",3329,"0110177961",1,"BLUTI",2164,"winter",2.96666666666667
"8406",3334,"0110177961",1,"BLUTI",2223,"winter",0.366666666666667
"8407",3340,"0110177961",2,"BLUTI",1907,"winter",2.2
"8408",3345,"0110177961",1,"BLUTI",2168,"winter",1
"8409",3346,"0110177961",1,"BLUTI",2057,"winter",1.2
"8410",3359,"0110177961",1,"BLUTI",2210,"winter",0.566666666666667
"8411",3360,"0110177961",1,"BLUTI",1075,"winter",0.183333333333333
"8412",3367,"0110177961",1,"BLUTI",2211,"winter",4.41666666666667
"8413",3369,"0110177961",1,"BLUTI",2042,"winter",2.75
"8414",3380,"0110177961",1,"BLUTI",795,"winter",2.53333333333333
"8415",3381,"0110177961",2,"BLUTI",1977,"winter",4.25
"8416",33993,"0110177961",2,"BLUTI",460,"winter",4.53333333333333
"8417",34063,"0110177961",1,"BLUTI",2323,"winter",1.3
"8418",34151,"0110177961",2,"BLUTI",2027,"winter",0.65
"8419",34192,"0110177961",1,"BLUTI",1912,"winter",1.71666666666667
"8420",34371,"0110177961",1,"BLUTI",1794,"winter",0.383333333333333
"8421",3443,"0110177961",1,"BLUTI",2292,"winter",0.55
"8422",34471,"0110177961",1,"BLUTI",1984,"winter",0.566666666666667
"8423",3449,"0110177961",1,"BLUTI",2734,"winter",2.58333333333333
"8424",34661,"0110177961",1,"BLUTI",2415,"winter",1.98333333333333
"8425",3467,"0110177961",2,"BLUTI",1910,"winter",4.3
"8426",3473,"0110177961",1,"BLUTI",1365,"winter",1.55
"8427",3477,"0110177961",1,"BLUTI",485,"winter",2.7
"8428",3485,"0110177961",1,"BLUTI",812,"winter",0.333333333333333
"8429",3508,"0110177961",1,"BLUTI",1059,"winter",0.0666666666666667
"8430",3514,"0110177961",1,"BLUTI",1790,"winter",0.883333333333333
"8431",3520,"0110177961",1,"BLUTI",2003,"winter",0.55
"8432",3522,"0110177961",1,"BLUTI",1407,"winter",3.83333333333333
"8433",3534,"0110177961",1,"BLUTI",2430,"winter",0.983333333333333
"8434",3543,"0110177961",2,"BLUTI",2048,"winter",2.81666666666667
"8435",3562,"0110177961",1,"BLUTI",2355,"winter",1.06666666666667
"8436",3569,"0110177961",1,"BLUTI",2304,"winter",0.95
"8437",3616,"011017797C",1,"GRETI",6,"winter",2.2
"8438",36171,"011017797C",4,"GRETI",2607,"winter",5.43333333333333
"8439",36201,"011017797C",1,"GRETI",2108,"winter",4.6
"8440",36221,"011017797C",1,"GRETI",720,"winter",3.48333333333333
"8441",3623,"011017797C",1,"GRETI",2492,"winter",8.2
"8442",3629,"011017797C",3,"GRETI",2554,"winter",3.23333333333333
"8443",3631,"011017797C",1,"GRETI",2599,"winter",7.65
"8444",3633,"011017797C",1,"GRETI",777,"winter",3.95
"8445",3634,"011017797C",1,"GRETI",2584,"winter",7.55
"8446",3640,"011017797C",2,"GRETI",2605,"winter",1.9
"8447",3653,"011017797C",1,"GRETI",2571,"winter",1.85
"8448",3655,"011017797C",1,"GRETI",2525,"winter",0.933333333333333
"8449",3660,"011017797C",1,"GRETI",710,"winter",4.41666666666667
"8450",36613,"011017797C",3,"GRETI",2501,"winter",5.13333333333333
"8451",3664,"011017797C",2,"GRETI",2101,"winter",1.46666666666667
"8452",3666,"011017797C",2,"GRETI",2608,"winter",4.28333333333333
"8453",36835,"011017797C",1,"GRETI",2655,"winter",0.5
"8454",3689,"011017797C",1,"GRETI",717,"winter",4.25
"8455",36912,"011017797C",1,"GRETI",2619,"winter",7.28333333333333
"8456",36933,"011017797C",1,"GRETI",2587,"winter",2.36666666666667
"8457",36993,"011017797C",2,"GRETI",1552,"winter",7.61666666666667
"8458",37171,"011017797C",1,"GRETI",763,"winter",2.81666666666667
"8459",37182,"011017797C",2,"GRETI",2119,"winter",5.4
"8460",3742,"011017797C",2,"GRETI",2575,"winter",2.23333333333333
"8461",37523,"011017797C",1,"GRETI",738,"winter",6.56666666666667
"8462",37811,"011017797C",1,"GRETI",1617,"winter",9.45
"8463",3787,"011017797C",1,"GRETI",2552,"winter",4.06666666666667
"8464",37913,"011017797C",1,"GRETI",2115,"winter",0.35
"8465",38311,"011017797C",1,"GRETI",2113,"winter",2.8
"8466",3849,"011017797C",1,"GRETI",2520,"winter",2.13333333333333
"8467",3850,"011017797C",2,"GRETI",2091,"winter",4.4
"8468",39211,"0110177ACE",1,"GRETI",742,"winter",3.05
"8469",3922,"0110177ACE",1,"GRETI",925,"winter",0.716666666666667
"8470",39231,"0110177ACE",3,"GRETI",1733,"winter",1.96666666666667
"8471",3924,"0110177ACE",1,"GRETI",743,"winter",2.36666666666667
"8472",39312,"0110177ACE",1,"GRETI",779,"winter",0.95
"8473",3934,"0110177ACE",1,"GRETI",761,"winter",16.2
"8474",3936,"0110177ACE",1,"GRETI",1344,"winter",0.1
"8475",39382,"0110177ACE",2,"GRETI",2692,"winter",4.41666666666667
"8476",3945,"0110177ACE",1,"GRETI",776,"winter",0.283333333333333
"8477",3949,"0110177ACE",1,"GRETI",1732,"winter",0.0333333333333333
"8478",3951,"0110177ACE",1,"GRETI",2234,"winter",1.08333333333333
"8479",39541,"0110177ACE",1,"GRETI",734,"winter",4.46666666666667
"8480",39611,"0110177ACE",2,"GRETI",920,"winter",2.11666666666667
"8481",3962,"0110177ACE",2,"GRETI",926,"winter",2.2
"8482",3966,"0110177ACE",2,"GRETI",731,"winter",0.883333333333333
"8483",3970,"0110177ACE",1,"GRETI",777,"winter",3.95
"8484",3971,"0110177ACE",1,"GRETI",768,"winter",3.33333333333333
"8485",39721,"0110177ACE",1,"GRETI",2458,"winter",4.86666666666667
"8486",3973,"0110177ACE",1,"GRETI",723,"winter",3.06666666666667
"8487",3978,"0110177ACE",1,"GRETI",1324,"winter",3.66666666666667
"8488",3980,"0110177ACE",1,"GRETI",2113,"winter",2.8
"8489",3985,"0110177ACE",2,"GRETI",738,"winter",6.56666666666667
"8490",39871,"0110177ACE",2,"GRETI",1343,"winter",3.15
"8491",3995,"0110177ACE",1,"GRETI",2449,"winter",1.5
"8492",39962,"0110177ACE",1,"GRETI",2471,"winter",0.1
"8493",4002,"0110177ACE",1,"GRETI",2423,"winter",0.866666666666667
"8494",4003,"0110177ACE",1,"GRETI",314,"winter",0.0666666666666667
"8495",4007,"0110177ACE",1,"GRETI",714,"winter",6.1
"8496",4028,"0110177ACE",1,"GRETI",2867,"winter",3.11666666666667
"8497",404110,"0110177ACE",2,"GRETI",744,"winter",5.16666666666667
"8498",4042,"0110177ACE",1,"GRETI",1308,"winter",6.25
"8499",40472,"0110177ACE",1,"GRETI",921,"winter",1
"8500",4050,"0110177ACE",1,"GRETI",1329,"winter",2.28333333333333
"8501",40562,"0110177ACE",1,"GRETI",923,"winter",7.76666666666667
"8502",4069,"0110177ACE",2,"GRETI",2695,"winter",4.3
"8503",4078,"0110177ACE",2,"GRETI",2269,"winter",1.95
"8504",4080,"0110177ACE",1,"GRETI",2294,"winter",0.9
"8505",4086,"0110177ACE",1,"GRETI",1877,"winter",0.616666666666667
"8506",40877,"0110177ACE",1,"GRETI",2411,"winter",1.1
"8507",40891,"0110177ACE",1,"GRETI",1876,"winter",0.433333333333333
"8508",4102,"0110177ACE",1,"GRETI",1879,"winter",0.833333333333333
"8509",41141,"0110177ACE",2,"GRETI",1340,"winter",2.98333333333333
"8510",4128,"0110177ACE",1,"GRETI",915,"winter",0.0166666666666667
"8511",4129,"0110177ACE",1,"GRETI",1338,"winter",4.06666666666667
"8512",4131,"0110177ACE",1,"GRETI",2488,"winter",3.71666666666667
"8513",4151,"0110177ACE",1,"GRETI",1596,"winter",0.366666666666667
"8514",4152,"0110177ACE",1,"GRETI",2599,"winter",7.65
"8515",4162,"0110177ACE",1,"GRETI",765,"winter",2.18333333333333
"8516",4181,"0110177ACE",1,"GRETI",1318,"winter",2.8
"8517",42062,"0110177ACE",1,"GRETI",2229,"winter",0.35
"8518",4208,"0110177ACE",2,"GRETI",778,"winter",1.73333333333333
"8519",42282,"0110177ACE",1,"GRETI",750,"winter",3.21666666666667
"8520",4244,"0110177ACE",2,"GRETI",1336,"winter",4.16666666666667
"8521",4268,"0110177ACE",1,"GRETI",2230,"winter",0.5
"8522",42851,"0110177ACE",1,"GRETI",721,"winter",3.31666666666667
"8523",4290,"0110177ACE",1,"GRETI",758,"winter",0.933333333333333
"8524",4291,"0110177ACE",1,"GRETI",773,"winter",1.85
"8525",4293,"0110177ACE",1,"GRETI",2201,"winter",1.91666666666667
"8526",4300,"0110177ACE",1,"GRETI",2858,"winter",1.38333333333333
"8527",43271,"0110177ACE",1,"GRETI",916,"winter",1.78333333333333
"8528",4342,"0110177ACE",1,"GRETI",2388,"winter",0.85
"8529",43631,"0110177ACE",1,"GRETI",1317,"winter",4.56666666666667
"8530",4368,"0110177ACE",1,"GRETI",1885,"winter",0.566666666666667
"8531",4378,"0110177ACE",2,"GRETI",722,"winter",7.18333333333333
"8532",4388,"0110177ACE",2,"GRETI",911,"winter",2.36666666666667
"8533",4393,"0110177ACE",1,"GRETI",2434,"winter",0.95
"8534",4395,"0110177ACE",1,"GRETI",1568,"winter",6.16666666666667
"8535",4477,"0110177ACE",1,"GRETI",2345,"winter",1.55
"8536",4482,"0110177ACE",1,"GRETI",1334,"winter",3.46666666666667
"8537",4522,"0110177ACE",2,"GRETI",1316,"winter",1.35
"8538",4527,"0110177ACE",1,"GRETI",1341,"winter",2.7
"8539",4540,"0110177ACE",1,"GRETI",2251,"winter",0.166666666666667
"8540",4563,"0110177ACE",1,"GRETI",751,"winter",0.0333333333333333
"8541",4616,"0110177B56",1,"GRETI",1546,"winter",4.23333333333333
"8542",4618,"0110177B56",1,"GRETI",1638,"winter",7.61666666666667
"8543",4619,"0110177B56",1,"GRETI",2841,"winter",2.41666666666667
"8544",4620,"0110177B56",1,"GRETI",1822,"winter",0.216666666666667
"8545",4622,"0110177B56",1,"GRETI",2602,"winter",2.03333333333333
"8546",4627,"0110177B56",1,"GRETI",2582,"winter",1.85
"8547",4631,"0110177B56",2,"GRETI",1618,"winter",4.3
"8548",4634,"0110177B56",1,"GRETI",2114,"winter",23.1
"8549",4638,"0110177B56",2,"GRETI",2493,"winter",1.56666666666667
"8550",4639,"0110177B56",2,"GRETI",2808,"winter",2.35
"8551",46453,"0110177B56",1,"GRETI",2599,"winter",7.65
"8552",4650,"0110177D25",1,"GRETI",2488,"winter",3.71666666666667
"8553",46551,"0110177D25",1,"GRETI",2507,"winter",0.766666666666667
"8554",46761,"0110177D25",1,"GRETI",1859,"winter",1.58333333333333
"8555",4678,"0110177D25",1,"GRETI",1275,"winter",0
"8556",4705,"0110177EE5",1,"GRETI",1475,"winter",4.65
"8557",47065,"0110177EE5",1,"GRETI",2318,"winter",2.98333333333333
"8558",47071,"0110177EE5",1,"GRETI",424,"winter",5.61666666666667
"8559",47081,"0110177EE5",1,"GRETI",375,"winter",8.11666666666667
"8560",4709,"0110177EE5",1,"GRETI",2075,"winter",2.46666666666667
"8561",47101,"0110177EE5",1,"GRETI",935,"winter",2.68333333333333
"8562",47141,"0110177EE5",1,"GRETI",2248,"winter",1.9
"8563",4716,"0110177EE5",1,"GRETI",1127,"winter",1.86666666666667
"8564",47181,"0110177EE5",1,"GRETI",2311,"winter",16.9833333333333
"8565",47192,"0110177EE5",1,"GRETI",1094,"winter",0.8
"8566",47202,"0110177EE5",1,"GRETI",2025,"winter",2.3
"8567",4722,"0110177EE5",3,"GRETI",526,"winter",9.76666666666667
"8568",47233,"0110177EE5",1,"GRETI",1985,"winter",1.98333333333333
"8569",47241,"0110177EE5",1,"GRETI",2286,"winter",0.983333333333333
"8570",47261,"0110177EE5",1,"GRETI",2238,"winter",4.53333333333333
"8571",4730,"0110177EE5",1,"GRETI",1997,"winter",2.28333333333333
"8572",47381,"0110177EE5",1,"GRETI",2028,"winter",2.5
"8573",47422,"0110177EE5",1,"GRETI",1513,"winter",0.733333333333333
"8574",47433,"0110177EE5",1,"GRETI",363,"winter",1.46666666666667
"8575",4746,"0110177EE5",1,"GRETI",1978,"winter",0.916666666666667
"8576",4747,"0110177EE5",1,"GRETI",982,"winter",0.45
"8577",4748,"0110177EE5",1,"GRETI",1045,"winter",3.55
"8578",47532,"0110177EE5",1,"GRETI",1426,"winter",1.1
"8579",4754,"0110177EE5",4,"GRETI",460,"winter",4.53333333333333
"8580",4757,"0110177EE5",1,"GRETI",2030,"winter",2.21666666666667
"8581",47611,"0110177EE5",1,"GRETI",1418,"winter",1.46666666666667
"8582",47621,"0110177EE5",1,"GRETI",2041,"winter",4.56666666666667
"8583",47654,"0110177EE5",1,"GRETI",1006,"winter",3.93333333333333
"8584",4766,"0110177EE5",1,"GRETI",2410,"winter",1.3
"8585",47721,"0110177EE5",1,"GRETI",1366,"winter",4.4
"8586",4773,"0110177EE5",1,"GRETI",399,"winter",3.36666666666667
"8587",47762,"0110177EE5",1,"GRETI",795,"winter",2.53333333333333
"8588",4777,"0110177EE5",1,"GRETI",1150,"winter",0.983333333333333
"8589",4782,"0110177EE5",1,"GRETI",1537,"winter",2.98333333333333
"8590",47842,"0110177EE5",1,"GRETI",2448,"winter",1.61666666666667
"8591",4789,"0110177EE5",1,"GRETI",986,"winter",3.06666666666667
"8592",4791,"0110177EE5",1,"GRETI",2345,"winter",1.55
"8593",4799,"0110177EE5",1,"GRETI",2724,"winter",0.483333333333333
"8594",4806,"0110177EE5",1,"GRETI",2314,"winter",2.78333333333333
"8595",4807,"0110177EE5",1,"GRETI",1380,"winter",1.55
"8596",4808,"0110177EE5",1,"GRETI",2477,"winter",0.916666666666667
"8597",4810,"0110177EE5",1,"GRETI",1950,"winter",5.65
"8598",4818,"0110177EE5",1,"GRETI",970,"winter",0.266666666666667
"8599",4819,"0110177EE5",1,"GRETI",1798,"winter",0.8
"8600",4821,"0110177EE5",1,"GRETI",1469,"winter",0.616666666666667
"8601",48251,"0110177EE5",1,"GRETI",169,"winter",0.05
"8602",4826,"0110177EE5",2,"GRETI",1058,"winter",4.83333333333333
"8603",48291,"0110177EE5",1,"GRETI",2359,"winter",0.983333333333333
"8604",4833,"0110177EE5",1,"GRETI",1405,"winter",8.38333333333333
"8605",4835,"0110177EE5",1,"GRETI",2196,"winter",0.25
"8606",4837,"0110177EE5",1,"GRETI",1923,"winter",3.58333333333333
"8607",48381,"0110177EE5",1,"GRETI",1035,"winter",2.81666666666667
"8608",48402,"0110177EE5",1,"GRETI",1462,"winter",3.18333333333333
"8609",4842,"0110177EE5",1,"GRETI",2386,"winter",1.98333333333333
"8610",48433,"0110177EE5",1,"GRETI",2172,"winter",10.5833333333333
"8611",48451,"0110177EE5",1,"GRETI",1012,"winter",0.25
"8612",48481,"0110177EE5",1,"GRETI",2746,"winter",2.36666666666667
"8613",4849,"0110177EE5",2,"GRETI",984,"winter",3.83333333333333
"8614",4852,"0110177EE5",1,"GRETI",1910,"winter",4.3
"8615",48532,"0110177EE5",1,"GRETI",1490,"winter",0.0166666666666667
"8616",48592,"0110177EE5",1,"GRETI",2361,"winter",0.533333333333333
"8617",4862,"0110177EE5",1,"GRETI",938,"winter",1.13333333333333
"8618",4863,"0110177EE5",3,"GRETI",2200,"winter",4.86666666666667
"8619",4864,"0110177EE5",1,"GRETI",466,"winter",1.03333333333333
"8620",48751,"0110177EE5",1,"GRETI",2067,"winter",3.3
"8621",48771,"0110177EE5",2,"GRETI",2458,"winter",4.86666666666667
"8622",48891,"0110177EE5",2,"GRETI",2051,"winter",1.73333333333333
"8623",48901,"0110177EE5",1,"GRETI",1491,"winter",7.11666666666667
"8624",4891,"0110177EE5",1,"GRETI",439,"winter",1.98333333333333
"8625",4892,"0110177EE5",1,"GRETI",860,"winter",0.116666666666667
"8626",4903,"0110177EE5",1,"GRETI",1955,"winter",1.08333333333333
"8627",4916,"0110177EE5",1,"GRETI",374,"winter",0.0666666666666667
"8628",4919,"0110177EE5",1,"GRETI",2405,"winter",0.983333333333333
"8629",4922,"0110177EE5",1,"GRETI",1523,"winter",0.3
"8630",4929,"0110177EE5",1,"GRETI",1767,"winter",0.85
"8631",4932,"0110177EE5",1,"GRETI",1786,"winter",2.08333333333333
"8632",4945,"0110177EE5",1,"GRETI",949,"winter",0.35
"8633",4951,"0110177EE5",1,"GRETI",2307,"winter",1.35
"8634",4960,"0110177EE5",1,"GRETI",1493,"winter",1.1
"8635",4979,"0110177EE5",1,"GRETI",1105,"winter",1.16666666666667
"8636",4983,"0110177EE5",1,"GRETI",848,"winter",1.81666666666667
"8637",5000,"0110177EE5",1,"GRETI",1497,"winter",0.666666666666667
"8638",5040,"0110177EE5",1,"GRETI",1119,"winter",5.31666666666667
"8639",5060,"0110177EEE",1,"GRETI",2329,"winter",2.78333333333333
"8640",5061,"0110177EEE",1,"GRETI",2429,"winter",4.81666666666667
"8641",5063,"0110177F0B",1,"GRETI",2265,"winter",0.933333333333333
"8642",5064,"0110177F0B",1,"GRETI",2377,"winter",1.71666666666667
"8643",5065,"0110177F0B",1,"GRETI",2233,"winter",0.933333333333333
"8644",5066,"0110177F0B",1,"GRETI",2193,"winter",1.83333333333333
"8645",5067,"0110177F0B",1,"GRETI",2429,"winter",4.81666666666667
"8646",5068,"0110177F0B",1,"GRETI",2423,"winter",0.866666666666667
"8647",5071,"0110177F0B",1,"GRETI",2294,"winter",0.9
"8648",5077,"0110177F0B",1,"GRETI",2201,"winter",1.91666666666667
"8649",50791,"0110177F0B",1,"GRETI",973,"winter",5.43333333333333
"8650",5081,"0110177F0B",1,"GRETI",2258,"winter",2.26666666666667
"8651",50853,"0110177F0B",1,"GRETI",2415,"winter",1.98333333333333
"8652",50865,"0110177F0B",1,"GRETI",2410,"winter",1.3
"8653",50923,"0110177F0B",1,"GRETI",2192,"winter",1.23333333333333
"8654",5100,"0110177F0B",1,"GRETI",2291,"winter",0.7
"8655",5110,"0110177F0B",1,"GRETI",2335,"winter",0.366666666666667
"8656",51121,"0110177F0B",1,"GRETI",2285,"winter",1.71666666666667
"8657",51151,"0110177F0B",1,"GRETI",2156,"winter",0.8
"8658",5125,"0110177F0B",1,"GRETI",2441,"winter",2.55
"8659",5129,"0110177F0B",1,"GRETI",2363,"winter",0.65
"8660",51361,"0110177F0B",1,"GRETI",2224,"winter",0.85
